IDENT_PSN,FAMNO_PSN,IUNO_PSN,PERSON_NUMBER,PERS_WT
83452921,1,01,03,01580384
83452921,1,02,01,02374785
83452921,1,03,01,02366862
83454078,1,01,01,03375333
83454078,1,01,02,02264761
83464906,1,01,01,06150416
83468904,1,01,01,04775270
83468904,2,01,01,06182391
83474381,1,01,01,05665040
83474381,1,01,02,05053507
83474381,1,01,03,06748800
83474381,1,02,01,06329642
83493004,1,01,01,02370576
83493004,1,01,02,02109485
83493004,1,01,03,01783913
83500326,1,01,01,04946889
83500326,1,01,02,04909100
83500326,1,01,03,04655961
83511448,1,01,01,02269473
83511448,1,01,02,02414838
83514517,1,01,01,04014166
83514517,1,01,02,04612857
83517893,1,01,01,04437675
83517893,1,01,02,04927356
83517893,1,02,01,06195000
83527162,1,01,01,01608571
83527162,1,01,02,01340689
83534091,1,01,01,03373500
83537656,1,01,01,03860638
83552777,1,01,01,04832500
83552777,1,02,01,04782142
83552777,1,03,01,05419574
83556986,1,01,01,03160666
83556986,1,01,03,02829500
83560016,1,01,01,03905932
83561246,1,01,01,04507740
83561246,1,01,02,04821811
83570612,1,01,01,01553125
83570612,1,01,03,01213684
83570905,1,01,01,02084159
83570905,1,01,02,02316730
83588009,1,01,01,04440508
83588009,1,01,02,04440975
83590872,1,01,01,02421333
83590872,1,01,02,02213648
83590872,1,01,03,02490666
83594207,1,01,01,02019603
83594207,1,01,02,01850000
83594207,1,02,01,01936888
83603867,1,01,01,01316774
83603867,1,01,02,01684615
83604116,1,01,01,03420337
83604116,1,01,02,03319047
83611341,1,01,01,04074074
83611341,1,01,02,03719245
83611341,2,01,01,03326530
83611341,2,01,02,03317685
83616177,1,01,01,02269473
83621324,1,01,01,04909666
83621324,1,01,02,05428076
83621324,1,01,03,07547333
83621324,1,02,01,04936500
83621324,1,03,01,06081176
83629445,1,01,01,02356363
83629445,1,01,02,02547241
83630098,1,01,01,02592957
83630098,1,01,02,02207361
83634908,1,01,01,02964666
83634908,1,01,02,02881641
83636471,1,01,01,03455328
83636471,1,01,02,03474859
83640655,1,01,01,03420337
83640655,1,01,02,03474859
83640938,1,01,01,05149381
83640938,1,01,02,05776049
83640938,1,02,01,07081600
83646445,1,01,01,02296625
83662135,1,01,01,05309909
83662510,1,01,01,04649500
83662510,1,01,02,05307851
83685546,1,01,01,02836551
83685546,1,02,01,03172959
83691151,1,01,01,01438048
83691251,1,01,01,03596956
83691288,1,01,01,04775270
83691288,1,01,02,04821811
83691288,2,01,01,05395555
83695182,1,01,01,02842962
83698143,1,01,01,02374785
83698143,1,01,02,02462727
83698427,1,01,01,04437675
83698427,1,01,02,04294392
83698427,1,01,03,04271833
83700199,1,01,01,03199398
83700199,1,01,02,02524615
83719632,1,01,01,04347368
83737556,1,01,01,06349250
83737556,1,01,02,03890454
83737556,1,02,01,04471855
83738359,1,01,01,04946889
83738359,1,01,02,04294392
83739036,1,01,01,04613015
83739036,1,01,02,05136071
83747929,1,01,01,04507740
83747929,1,01,02,04909100
83757356,1,01,01,03207023
83757356,1,01,02,02886451
83761399,1,01,01,04946889
83761399,1,01,02,04294392
83769146,1,01,01,03310170
83769146,1,01,02,03728220
83772186,1,01,01,02374785
83772186,1,01,02,02101500
83787447,1,01,01,04647927
83787447,1,01,02,04280127
83788273,1,01,01,02229473
83788273,2,01,01,02616250
83796483,1,01,01,04513730
83796483,1,01,02,04262429
83816469,1,01,01,05562748
83816469,1,01,02,04382875
83825961,1,01,01,04649500
83825961,1,01,02,05307851
83825961,1,01,03,05419574
83825961,1,02,01,03480666
83826020,1,01,01,04134809
83826020,1,01,02,04872377
83827924,1,01,01,02107536
83828022,1,01,01,01124000
83828022,1,01,02,01116600
83830802,1,01,01,01945555
83830802,1,02,01,01525090
83835958,1,01,01,02421333
83835958,1,01,02,02475253
83838344,1,01,01,05278971
83840021,1,01,01,02062209
83840021,1,01,02,02121176
83842552,1,01,01,04871396
83842552,1,01,03,04391454
83847167,1,01,01,02977000
83847167,1,01,02,03370752
83847167,1,02,01,03619615
83847167,1,03,01,02532307
83855017,1,01,01,05713333
83855017,1,02,01,05845185
83858781,1,01,01,04946889
83858781,1,01,02,04909100
83865739,1,01,01,03973030
83865739,1,01,02,03236712
83876988,1,01,01,01945555
83876988,1,02,01,02035683
83883238,1,01,01,04371351
83883238,2,01,01,06220740
83892464,1,01,01,01898636
83892464,1,01,02,01721290
83892464,1,02,01,02458653
83904970,1,01,01,04816687
83912979,1,01,01,02557241
83916710,1,01,01,03310170
83916710,1,01,02,03728220
83917764,1,01,01,04858024
83917764,1,01,02,05278971
83923396,1,01,01,02374785
83923396,1,01,02,02475253
83926171,1,01,01,04427405
83926171,1,01,02,04816687
83927517,1,01,01,02241801
83948772,1,01,01,03403750
83948772,1,01,02,04380294
83956111,1,01,01,02374785
83956111,1,01,02,02475253
83974894,1,01,01,02208214
83985231,1,01,01,02943109
83985231,1,01,02,03215857
83987623,1,01,01,04750113
83987623,1,01,02,04280127
83993040,1,01,01,04684642
83995332,1,01,01,02572424
83995332,1,01,02,03905932
84002255,1,01,01,01243750
84002255,1,01,02,01340689
84017252,1,01,01,04262429
84032003,1,01,01,02035683
84037776,1,01,01,04775270
84043534,1,01,01,02143037
84049914,1,01,01,04581257
84049914,1,01,02,04808657
84053183,1,01,01,04909100
84066673,1,01,01,03420337
84066673,1,01,02,03319047
84067709,1,01,01,04775270
84067709,1,01,02,04821811
84069409,1,01,01,01783611
84069409,1,01,02,01681777
84073901,1,01,01,04380294
84074088,1,01,01,03326530
84074088,1,01,02,03243406
84074088,1,02,01,02738571
84087045,1,01,01,04343740
84087045,1,01,02,04246231
84092207,1,01,01,04121304
84092207,1,01,02,02796746
84096265,1,01,01,04649500
84115501,1,01,01,02802571
84115501,2,01,01,02802571
84117967,1,01,01,02842962
84117967,2,01,01,03456190
84124715,1,01,01,05309909
84124715,1,01,02,05422376
84124715,1,02,01,07186400
84124715,1,03,01,05625357
84126261,1,01,01,04317424
84126261,1,01,02,04237794
84128119,1,01,01,03373500
84128558,1,01,01,01895280
84128558,1,01,02,02185851
84129795,1,01,01,04649500
84129795,1,01,02,05307851
84129795,1,01,03,05175813
84129795,1,02,01,05332608
84134163,1,01,01,05981956
84134163,1,02,01,05374044
84137762,1,01,01,03282000
84137762,1,01,02,03160666
84137762,1,02,01,04074074
84137762,1,03,01,03455328
84137762,2,01,01,03060833
84147370,1,01,01,02035683
84147370,1,01,02,01984271
84159057,1,01,01,02081568
84161777,1,01,01,03004126
84161777,1,01,02,02836551
84166982,1,01,01,02366862
84166982,1,01,02,02135517
84189358,1,01,01,04647927
84190766,1,01,01,03310170
84190766,1,01,02,02881641
84194598,1,01,01,02592957
84194598,1,01,02,02207361
84203401,1,01,01,01041290
84203401,1,01,02,01281875
84223724,1,01,01,05512420
84223724,1,01,02,05305515
84223724,1,02,01,05395555
84236624,1,01,01,04393174
84236624,1,01,02,04244698
84237725,1,01,01,01124000
84237725,1,01,02,01116600
84240756,1,01,01,04513730
84240756,1,01,02,05618636
84241293,1,01,01,05981956
84241293,1,01,02,06150416
84248142,1,01,01,04101300
84248142,1,01,02,04244698
84248142,1,01,03,05172093
84258328,1,01,01,03199398
84258328,1,01,02,03728220
84260791,1,01,01,04775270
84260791,1,01,02,04821811
84260791,1,02,01,04821811
84280313,1,01,01,02930961
84280313,1,02,01,03905932
84280657,1,01,01,01326037
84280657,1,01,02,02961666
84282916,1,01,01,02738571
84282916,2,01,01,04509166
84287133,1,01,01,01243750
84287133,1,01,02,01143846
84292409,1,01,01,01326037
84292409,1,01,02,01482765
84298484,1,01,01,03403750
84298484,1,01,02,02836551
84298484,1,02,01,02943109
84300627,1,01,01,02208214
84300627,1,01,02,02307272
84318463,1,01,01,02084159
84318463,1,01,02,02414838
84330751,1,01,01,04437675
84330751,1,01,02,04927356
84341354,1,01,01,02392750
84351278,1,01,01,04246231
84352477,1,01,01,04694918
84354082,1,01,01,03110340
84366273,1,01,01,04858024
84371929,1,01,01,02438500
84371929,1,01,02,02073555
84387933,1,01,01,02319629
84387933,1,01,02,02307272
84400864,1,01,01,04294392
84400864,1,01,03,04177741
84400864,1,01,04,04391454
84400864,1,01,05,04391454
84404039,1,01,01,01900500
84406553,1,01,01,06234216
84406553,1,01,02,05374044
84412458,1,01,01,04343740
84412458,1,01,02,04246231
84417490,1,01,01,02425483
84417490,1,01,02,02556250
84432844,1,01,01,02062209
84432844,1,01,02,01981213
84439657,1,01,01,05419574
84444073,1,01,01,04246231
84455868,1,01,01,03848529
84455868,1,01,02,03317685
84469300,1,01,01,06234216
84469300,1,01,02,05374044
84490886,1,01,01,04427405
84490886,1,01,02,04816687
84503118,1,01,01,04162800
84503118,1,02,01,03052142
84503118,2,01,01,03420337
84503118,2,01,02,03474859
84504919,1,01,01,06150416
84528173,1,01,01,02977000
84528173,1,01,02,03370752
84528173,1,02,01,03162187
84528173,1,03,01,02419534
84529684,1,01,01,05309909
84529684,1,01,02,05053507
84542817,1,01,01,02062209
84542817,2,01,01,01981213
84545836,1,01,01,04775270
84545836,1,01,02,04821811
84563700,1,01,01,02340350
84563700,1,01,02,02213648
84563700,1,01,03,02499062
84563700,1,02,01,02257692
84563700,1,03,01,02753870
84567836,1,01,01,02943109
84567836,1,01,02,03317685
84575983,1,01,01,04513730
84582481,1,01,01,02218586
84589598,1,01,01,05512420
84589598,1,01,02,04871396
84593456,1,01,01,01143846
84598536,1,01,01,02660294
84598536,1,01,02,02796746
84598536,1,02,01,03453571
84607386,1,01,01,05105000
84610529,1,01,01,04347368
84610529,1,02,01,04858024
84613280,1,01,01,02218586
84613772,1,01,01,02300000
84613772,1,01,02,02213648
84613772,1,02,01,02753870
84613772,1,03,01,02539428
84617632,1,01,01,02660294
84617632,1,01,02,02818888
84619722,1,01,01,04210559
84622615,1,01,01,02064038
84622615,1,01,02,02414838
84622615,1,02,01,01991494
84632554,1,01,01,02887169
84632554,1,01,02,02683773
84642697,1,01,01,03199398
84642697,1,01,02,03728220
84651638,1,01,01,03082105
84651638,1,01,02,02664444
84651638,1,01,03,02224444
84651638,2,01,01,02288888
84674655,1,01,01,04946889
84674925,1,01,01,03172959
84680056,1,01,01,03431184
84687640,1,01,01,02084159
84687640,1,01,02,02316730
84687640,1,02,01,02580625
84700122,1,01,01,04427405
84700122,1,01,02,04816687
84702127,1,01,01,04134809
84702127,1,01,02,04872377
84703191,1,01,01,02018500
84703191,1,02,01,03007000
84703956,1,01,01,05484814
84703956,2,01,01,03038275
84705786,1,01,01,01315744
84705786,1,01,02,01059649
84707746,1,01,01,05521935
84707746,1,01,02,04269538
84709917,1,01,01,03004126
84709917,1,01,02,04380294
84719361,1,01,01,02069523
84719361,2,01,01,02350540
84721555,1,01,01,02421333
84721555,1,01,02,02213648
84735362,1,01,01,04684642
84735362,1,02,01,04101300
84735362,1,03,01,04684642
84738410,1,01,01,05634843
84738410,1,01,02,04612857
84744432,1,01,01,02425483
84744432,1,01,02,02556250
84748534,1,01,01,02582500
84751668,1,01,01,02964666
84751668,1,01,02,02881641
84751668,1,01,03,03783200
84751668,1,01,04,02728571
84751732,1,01,01,02485714
84751732,1,01,02,02069523
84753153,1,01,01,02400000
84753153,2,01,01,02279090
84755716,1,01,01,03431184
84755716,1,01,02,03091162
84770381,1,01,01,02370576
84770381,1,01,02,02316730
84774244,1,01,01,03310170
84774244,1,01,02,02796746
84783258,1,01,01,01580384
84783503,1,01,01,04909100
84783710,1,01,01,04995960
84783710,1,01,02,04576179
84789271,1,01,01,02943109
84789271,1,01,02,03319047
84789271,1,01,03,03175454
84789325,1,01,01,04427405
84789325,1,01,02,04871396
84789934,1,01,01,04269538
84790043,1,01,01,05162716
84801065,1,01,01,02667500
84801065,1,01,02,02018500
84802453,1,01,01,05562748
84802453,1,01,02,05377500
84807764,1,01,01,02062209
84807764,1,01,02,01981213
84815081,1,01,01,04775270
84815081,2,01,01,05136071
84815338,1,01,01,02660294
84815338,1,01,02,03690370
84838084,1,01,01,02358363
84841952,1,01,01,05162716
84841952,1,01,02,04572476
84841952,1,02,01,05117115
84849588,1,01,01,02382739
84856618,1,01,01,04750113
84856618,1,01,02,04280127
84864076,1,01,01,04507740
84864076,1,01,02,04821811
84880150,1,01,01,04014166
84880150,1,01,02,04951100
84883763,1,01,01,02064038
84883763,1,01,02,02107536
84890531,1,01,01,03455328
84890531,1,01,02,03474859
84892905,1,01,01,04946889
84892905,1,01,02,04909100
84894458,1,01,01,03848529
84894458,1,01,02,03243406
84894851,1,01,01,04927356
84905156,1,01,01,02062209
84905156,1,01,02,01981213
84909151,1,01,01,03130645
84909151,2,01,01,02796746
84909943,1,01,01,05512420
84909943,1,01,02,04927356
84915430,1,01,01,04365294
84915430,1,01,02,05428076
84922173,1,01,01,02943109
84922173,1,01,02,03215857
84927243,1,01,01,04613015
84927243,1,01,02,04570158
84928498,1,01,01,04513730
84928498,1,01,02,04262429
84935907,1,01,01,02135517
84936498,1,01,01,01041290
84936498,1,01,02,01281875
84936532,1,01,01,05562748
84951782,1,01,01,05162716
84951782,1,01,02,04927356
84951782,1,02,01,05395555
84952532,1,01,01,01057142
84954566,1,01,01,01876226
84954566,1,01,02,02018500
84958164,1,01,01,02269473
84963298,1,01,01,04216944
84963298,1,01,02,04571681
84963298,1,02,01,03480666
84972855,1,01,01,03236712
84990285,1,01,01,02185851
84995890,1,01,01,03004126
84995890,1,01,02,03719245
84997203,1,01,01,05562748
84997203,1,01,02,05377500
85010717,1,01,01,03455328
85010717,1,01,02,03060833
85011370,1,01,01,04946889
85011370,1,01,02,04909100
85017426,1,01,01,02392750
85017426,1,01,02,02556250
85022601,1,01,01,03172959
85022601,1,01,02,03215857
85022601,1,01,03,02836842
85025276,1,01,01,05440240
85025276,1,02,01,05162716
85025276,1,03,01,05162716
85034467,1,01,01,02964666
85035928,1,01,01,04507740
85061050,1,01,01,04365294
85061050,1,01,02,04295833
85061050,1,01,03,04565000
85061050,1,02,01,05315263
85062458,1,01,01,05278971
85062458,1,01,03,04655961
85062458,1,02,01,04572476
85064869,1,01,01,04927356
85064869,1,02,01,04655961
85067534,1,01,01,04946889
85067534,1,01,02,04294392
85075638,1,01,01,02374785
85075638,1,01,02,02462727
85096132,1,01,01,04775270
85096132,1,01,02,04821811
85098202,1,01,01,02602631
85098202,1,01,02,01981213
85098202,1,02,01,02110975
85102901,1,01,01,05331707
85105439,1,01,01,04393174
85105439,1,01,02,05307851
85110946,1,01,01,02213648
85110946,2,01,01,02250526
85111541,1,01,01,02035683
85111753,1,01,01,04440508
85111753,1,01,02,04440975
85113613,1,01,01,04946889
85118203,1,01,01,04382875
85126853,1,01,01,05309909
85126853,1,01,02,05053507
85135210,1,01,01,04440508
85135210,1,01,02,06150416
85144329,1,01,01,04074074
85151816,1,01,01,02035683
85151816,1,01,02,01984271
85153087,1,01,01,02064038
85153087,1,01,02,02382739
85159256,1,01,01,04143684
85161958,1,01,01,01783611
85161958,1,01,02,01681777
85171790,1,01,01,02121176
85177572,1,01,01,02370576
85177572,1,01,02,02109485
85177572,1,01,03,01525090
85177572,1,02,01,02219736
85185359,1,01,01,04134809
85185359,1,01,02,04872377
85188308,1,01,01,04317424
85188308,1,01,02,04237794
85193151,1,01,01,04134809
85193151,1,02,01,05512420
85198673,1,01,01,06234216
85198673,1,01,02,05374044
85200474,1,01,01,01202051
85200474,1,01,02,01280212
85200474,1,01,03,01636666
85200823,1,01,01,03199398
85200823,1,01,02,03728220
85201481,1,01,01,04427405
85201481,1,01,02,04871396
85201481,1,02,01,04775270
85202208,1,01,01,01945555
85202208,1,02,01,01991494
85208886,1,01,01,04427405
85208886,1,01,02,04872377
85209152,1,01,01,04909100
85210564,1,01,01,05309909
85210564,1,01,02,05422376
85210564,1,01,03,05023437
85210564,1,01,04,06748800
85210564,1,02,01,05625357
85210564,1,03,01,05562748
85213297,1,01,01,04437675
85213297,2,01,01,04858024
85222904,1,01,01,04775270
85223010,1,01,01,04471855
85223010,1,01,02,03812660
85223010,1,02,01,04967000
85226824,1,01,01,03326530
85226824,1,01,02,03243406
85226824,1,02,01,03060833
85226824,1,03,01,03255428
85236159,1,01,01,02509642
85241510,1,01,01,02421333
85241510,1,01,02,02135517
85247737,1,01,01,04091265
85247737,1,01,02,04295833
85247737,1,02,01,04772272
85255226,1,01,01,03110340
85257361,1,01,01,03207023
85257361,1,02,01,03130645
85257361,1,03,01,03207023
85267218,1,01,01,05105000
85267218,1,01,02,05307851
85267218,1,01,03,05714878
85267218,1,02,01,04782142
85267218,1,03,01,04760181
85268572,1,01,01,01326037
85268572,1,01,02,01681777
85272988,1,01,01,06560000
85272988,1,02,01,05253333
85279418,1,01,01,05162716
85279418,1,01,02,04927356
85279418,1,01,03,04271833
85279418,1,02,01,04937037
85279418,1,03,01,06182391
85297557,1,01,01,04393174
85297557,1,01,02,04244698
85298807,1,01,01,05879583
85298807,2,01,01,05395555
85302489,1,01,01,05309909
85302489,1,01,02,05422376
85302489,1,01,03,06588518
85302489,1,02,01,04928611
85306802,1,01,01,04507740
85306802,2,01,01,05636530
85313634,1,01,01,04393174
85313634,1,01,02,04244698
85313634,2,01,01,04343740
85313634,2,01,02,04262429
85316240,1,01,01,04427405
85316240,1,01,02,04927356
85316240,1,02,01,04613015
85328469,1,01,01,04343740
85328469,1,01,02,04262429
85330944,1,01,01,04909100
85337568,1,01,01,04612857
85339946,1,01,01,04365294
85339946,1,01,02,04289393
85340749,1,01,01,04871396
85347086,1,01,01,04647927
85347086,1,01,02,04246231
85348934,1,01,01,02319629
85348934,1,01,02,02307272
85353357,1,01,01,04507740
85353357,1,01,02,04821811
85364356,1,01,01,04427405
85364356,1,01,02,04871396
85368699,1,01,01,02660294
85375994,1,01,01,02660294
85376121,1,01,01,02300000
85376121,1,01,02,02369708
85376121,1,02,01,02257692
85383225,1,01,01,04995960
85383225,2,01,01,04343740
85383225,3,01,01,04343740
85400780,1,01,01,05162716
85400780,1,01,02,04572476
85400780,1,01,03,04937037
85400780,1,02,01,06182391
85402335,1,01,01,04471855
85402335,1,01,02,03637083
85404677,1,01,01,05105000
85404677,1,02,01,04262429
85410928,1,01,01,04343740
85410928,1,01,02,04262429
85411453,1,01,01,03310170
85411453,1,01,02,03728220
85425360,1,01,01,04661086
85426805,1,01,01,01308363
85426805,1,01,02,01305283
85426805,1,01,03,01437333
85426805,1,01,04,01880000
85441389,1,01,01,04427405
85441389,1,01,02,04871396
85442237,1,01,01,04507740
85442237,1,01,02,04821811
85459650,1,01,01,04872377
85459652,1,01,01,03199398
85459652,1,01,02,03728220
85460679,1,01,01,03363333
85469319,1,01,01,02374785
85469319,1,01,02,02475253
85472525,1,01,01,02292333
85472525,1,01,02,02107536
85473846,1,01,01,05231645
85481590,1,01,01,05162716
85481590,1,01,02,04927356
85481590,1,02,01,04834117
85487360,1,01,01,05562748
85487360,1,01,02,04382875
85488365,1,01,01,04437675
85488365,1,01,02,04572476
85488365,1,01,03,04391454
85488365,1,02,01,04937037
85502814,1,01,01,03282000
85502814,1,01,02,03160666
85502814,1,02,01,03420337
85502830,1,01,01,02923513
85502830,1,01,02,02386341
85502830,1,02,01,02840000
85504458,1,01,01,04775270
85504458,1,01,02,04821811
85510529,1,01,01,04670722
85510529,1,01,02,04823896
85523266,1,01,01,03082105
85523266,1,01,02,02386250
85523266,1,02,01,03230000
85523266,1,03,01,02288888
85523266,1,04,01,01566923
85523314,1,01,01,03172959
85523314,1,01,02,03243406
85523314,1,02,01,03587187
85523314,2,01,01,04276666
85529375,1,01,01,02660294
85529375,1,01,02,02524615
85529624,1,01,01,05157187
85535784,1,01,01,01984271
85559369,1,01,01,01305283
85559369,1,01,03,01312000
85559369,1,01,04,01433333
85559369,1,02,01,01098333
85559705,1,01,01,04507740
85559705,1,01,02,04909100
85571379,1,01,01,02401250
85571379,1,01,02,02683773
85571379,1,02,01,02287142
85573011,1,01,01,02593000
85573011,1,01,02,02241801
85573598,1,01,01,02350526
85573598,1,01,02,02386250
85573598,1,02,01,04232000
85583203,1,01,01,01783611
85583203,1,01,02,01280212
85586611,1,01,01,02370576
85586611,1,01,02,02109485
85586611,1,01,03,02110975
85586611,1,01,04,02110975
85590188,1,01,01,03215857
85596612,1,01,01,05307851
85596612,1,02,01,04782142
85602617,1,01,01,04995960
85602617,1,01,02,04576179
85602617,2,01,01,03480666
85602617,2,01,02,04040312
85605758,1,01,01,05025660
85611136,1,01,01,04946889
85611136,1,01,02,04909100
85611163,1,01,01,02269473
85611163,1,01,02,01945555
85616449,1,01,01,03310170
85616449,2,01,01,03199398
85619622,1,01,01,04014166
85619622,1,01,02,05776049
85619622,1,01,03,06329642
85619622,1,01,04,06588518
85624327,1,01,01,02547241
85627481,1,01,01,02363947
85627481,2,01,01,02069523
85633963,1,01,01,06234216
85633963,1,01,02,05422376
85633963,1,01,03,05625357
85633963,1,01,04,06588518
85633963,1,02,01,06220740
85637508,1,01,01,04507740
85637508,1,01,02,04909100
85645164,1,01,01,04440508
85645164,1,01,02,06150416
85647518,1,01,01,04427405
85647518,1,01,02,04872377
85650775,1,01,01,02269473
85650775,1,01,02,02109485
85651548,1,01,01,03199398
85659561,1,01,01,01991494
85659561,1,01,02,02092307
85665403,1,01,01,03973030
85673766,1,01,01,02943109
85673766,1,01,02,03319047
85675559,1,01,01,04871396
85675559,2,01,01,04427405
85675559,3,01,01,05231645
85680491,1,01,01,04143684
85680491,1,01,02,03860638
85698055,1,01,01,05792666
85698055,2,01,01,05792666
85720202,1,01,01,02421333
85720202,1,01,02,02135517
85720398,1,01,01,04507740
85721981,1,01,01,02218586
85722227,1,01,01,04816687
85724499,1,01,01,06234216
85724499,1,01,02,05422376
85724499,1,02,01,07186400
85724499,1,03,01,05198787
85733128,1,01,01,04946889
85733128,1,01,02,04909100
85734520,1,01,01,03004126
85734520,1,01,02,03719245
85749051,1,01,01,02507258
85749051,1,01,02,01667777
85756551,1,01,01,06150416
85760006,1,01,01,01662307
85760006,1,01,02,01600769
85770274,1,01,01,02602631
85770274,1,01,02,01981213
85780888,1,01,01,04437675
85780888,1,01,02,04572476
85780888,1,01,03,04177741
85780888,1,02,01,04613015
85780888,1,03,01,04237794
85786446,1,01,01,05665040
85786446,1,01,02,05422376
85790595,1,01,01,05512420
85790595,1,01,02,04871396
85790595,1,01,03,05660000
85790595,1,02,01,04834117
85796990,1,01,01,04772500
85796990,1,01,02,02107333
85797283,1,01,01,05428076
85825094,1,01,01,04995960
85825094,1,01,02,04246231
85829378,1,01,01,03282000
85829378,1,01,02,03052142
85839621,1,01,01,01157931
85842417,1,01,01,02660294
85842417,2,01,01,02524615
85845348,1,01,01,04872377
85850718,1,01,01,01895280
85853557,1,01,01,02208490
85853557,1,01,02,02107536
85863176,1,01,01,03091162
85863176,1,02,01,03783200
85878295,1,01,01,04995960
85878295,1,01,02,04280127
85878295,1,01,03,05172093
85880867,1,01,01,05309909
85880867,1,01,02,05053507
85883146,1,01,01,02943109
85883146,1,01,02,03317685
85885966,1,01,01,04909666
85885966,1,01,02,05428076
85885966,1,02,01,05257777
85892269,1,01,01,05981956
85892269,1,01,02,06150416
85893589,1,01,01,05562748
85893589,1,01,02,04382875
85897605,1,01,01,03455328
85897605,1,01,02,03474859
85901485,1,01,01,03260000
85908401,1,01,01,04371351
85908401,1,01,02,05713333
85908401,2,01,01,04371351
85910427,1,01,01,02842962
85910427,1,01,02,03816470
85912522,1,01,01,04091265
85912522,1,01,02,04823896
85917038,1,01,01,03130645
85917038,2,01,01,02818888
85934614,1,01,01,04365294
85934614,1,01,02,04823896
85934614,1,01,03,05315263
85934614,1,01,04,04164615
85947451,1,01,01,04280127
85947732,1,01,01,04951100
85947732,1,01,03,06329642
85964098,1,01,01,04343740
85964098,1,01,02,04246231
85964695,1,01,01,02370576
85964695,1,01,02,02109485
85987617,1,01,01,04507740
85987617,1,01,02,04909100
85988925,1,01,01,02917916
85988925,1,01,02,02548571
86001413,1,01,01,02121176
86005976,1,01,01,04684642
86005976,1,02,01,04513730
86008341,1,01,01,05105000
86008341,1,01,02,05307851
86008341,1,02,01,04444642
86010621,1,01,01,02943109
86010621,1,01,02,03215857
86010621,1,01,03,02836842
86014094,1,01,01,02602631
86014094,1,01,02,01981213
86014094,1,01,03,01525090
86021455,1,01,01,03236712
86029079,1,01,01,01895280
86036329,1,01,01,03282000
86036329,1,01,03,03059428
86036329,1,02,01,04276666
86036329,1,03,01,03587187
86036625,1,01,01,02425483
86036625,1,01,02,02289375
86041961,1,01,01,04507740
86041961,1,01,02,04294392
86047357,1,01,01,05309909
86047357,1,01,02,05422376
86057938,1,01,01,04647927
86057938,1,01,02,04246231
86060234,1,01,01,04513730
86060234,1,01,02,04262429
86070923,1,01,01,01991494
86070923,1,01,02,01984271
86072454,1,01,01,01326037
86072454,2,01,01,02362500
86076342,1,01,01,04670722
86076342,1,01,02,04823896
86076771,1,01,01,03420337
86076771,1,01,02,03319047
86080376,1,01,01,01689200
86080376,1,01,02,01684615
86082497,1,01,01,02107536
86085331,1,01,01,02660294
86085331,1,01,02,02796746
86088930,1,01,01,02802571
86088930,2,01,01,02419534
86091376,1,01,01,04347368
86100440,1,01,01,04775270
86100440,1,01,02,04821811
86107486,1,01,01,02127564
86107486,1,01,02,01945555
86111196,1,01,01,04101300
86111196,1,01,02,04244698
86117563,1,01,01,04995960
86123865,1,01,01,01315744
86123865,1,01,02,01059649
86125338,1,01,01,04393174
86125338,1,01,02,04998013
86126669,1,01,01,04909666
86126669,1,01,02,05428076
86126669,1,02,01,04269538
86126669,1,03,01,04852222
86130336,1,01,01,03474859
86130336,2,01,01,03455328
86133101,1,01,01,04909100
86138021,1,01,01,04134809
86138021,1,01,02,04872377
86141415,1,01,01,07444615
86141415,2,01,01,05141764
86141711,1,01,01,03004126
86141711,1,01,02,02836551
86156440,1,01,01,04649500
86156440,1,01,02,04244698
86156440,1,02,01,04466896
86162384,1,01,01,02592957
86162384,1,01,02,02307272
86182393,1,01,01,04832500
86182393,2,01,01,04343740
86182393,3,01,01,04262429
86200774,1,01,01,02660294
86200774,1,01,02,02796746
86201512,1,01,01,01689200
86205745,1,01,01,03719245
86212323,1,01,01,02296625
86227679,1,01,01,04775270
86227679,2,01,01,04821811
86229289,1,01,01,04143684
86229289,1,02,01,04670722
86233742,1,01,01,02035683
86233742,1,01,02,02121176
86240007,1,01,01,02382739
86240007,1,02,01,02370576
86257233,1,01,01,02081568
86257233,1,01,02,02146181
86261542,1,01,01,01524242
86263184,1,01,01,04775270
86263184,1,01,02,04821811
86263184,2,01,01,05879583
86263184,2,01,02,04570158
86263184,2,01,03,05660000
86272064,1,01,01,01530615
86272064,1,01,02,01553125
86272545,1,01,01,01898636
86272545,2,01,01,01721290
86272640,1,01,01,05440240
86274648,1,01,01,04440975
86292845,1,01,01,05141764
86301632,1,01,01,02213648
86305600,1,01,01,05105000
86305600,1,01,02,04998013
86305600,1,02,01,04626530
86307651,1,01,01,04649500
86307651,1,01,02,05307851
86307651,1,02,01,04652363
86314297,1,01,01,06167428
86315592,1,01,01,01984271
86317876,1,01,01,05162716
86317876,1,01,02,04927356
86317876,1,02,01,04177741
86325849,1,01,01,02112900
86325849,1,01,02,02358363
86325849,2,01,01,02475253
86332991,1,01,01,03255428
86332991,1,01,02,03170882
86339393,1,01,01,03310170
86339393,1,01,02,03728220
86349049,1,01,01,03310170
86349049,1,01,02,03728220
86370660,1,01,01,04513730
86370660,2,01,01,04343740
86370660,3,01,01,04513730
86370660,4,01,01,04040312
86376393,1,01,01,01991494
86376393,1,01,02,01984271
86387710,1,01,01,04393174
86387710,1,01,02,05307851
86387710,1,02,01,05025660
86387970,1,01,01,02930961
86387970,1,01,02,03110340
86390377,1,01,01,02269473
